date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price
7/1/2017,JPN,JPY,Japan,380,113.06,3.361047232
7/1/2017,KOR,KRW,South Korea,4400,1144.65,3.843969772
7/1/2017,LKA,LKR,Sri Lanka,580,153.725,3.772971215
7/1/2017,MEX,MXN,Mexico,49,17.79075,2.754240265
7/1/2017,MYS,MYR,Malaysia,8.6,4.2935,2.003027833
7/1/2017,NOR,NOK,Norway,49,8.2852,5.914160189
7/1/2017,NZL,NZD,New Zealand,6.1,1.376273053,4.432259999
7/1/2017,PAK,PKR,Pakistan,375,105.15,3.566333809
7/1/2017,PER,PEN,Peru,10.5,3.2515,3.229278794
7/1/2017,PHL,PHP,Philippines,134,50.5765,2.649451821
7/1/2017,POL,PLN,Poland,10.1,3.7086,2.723399666
7/1/2017,RUS,RUB,Russia,137,60.1369,2.278135388
7/1/2017,SAU,SAR,Saudi Arabia,12,3.75015,3.199872005
7/1/2017,SGP,SGD,Singapore,5.6,1.3777,4.06474559
7/1/2017,SWE,SEK,Sweden,48.97,8.41565,5.818920701
7/1/2017,THA,THB,Thailand,119,34.0365,3.496246676
7/1/2017,TUR,TRY,Turkey,10.75,3.57605,3.006110094
7/1/2017,TWN,TWD,Taiwan,69,30.4775,2.26396522
7/1/2017,UKR,UAH,Ukraine,44,25.915,1.697858383
7/1/2017,URY,UYU,Uruguay,130,28.705,4.52882773
7/1/2017,USA,USD,United States,5.3,1,5.3
7/1/2017,VNM,VND,Vietnam,60000,22732.5,2.63939294
7/1/2017,ZAF,ZAR,South Africa,30,13.27,2.260738508
1/1/2018,ARE,AED,UAE,14,3.673,3.811598149
1/1/2018,ARG,ARS,Argentina,75,18.9375,3.96039604
1/1/2018,AUS,AUD,Australia,5.9,1.253682693,4.706135
1/1/2018,BRA,BRL,Brazil,16.5,3.2279,5.111682518
1/1/2018,CAN,CAD,Canada,6.55,1.2459,5.25724376
1/1/2018,CHE,CHF,Switzerland,6.5,0.96085,6.764843628
1/1/2018,CHL,CLP,Chile,2600,605.935,4.290889287
1/1/2018,CHN,CNY,China,20.4,6.432,3.171641791
1/1/2018,COL,COP,Colombia,10900,2844.12,3.832468391
1/1/2018,CRI,CRC,Costa Rica,2290,568.53,4.027931683
1/1/2018,CZE,CZK,Czech Republic,79,20.747,3.807779438
1/1/2018,DNK,DKK,Denmark,30,6.0827,4.93202032
1/1/2018,EGY,EGP,Egypt,34.21,17.7,1.932768362
1/1/2018,EUZ,EUR,Euro area,3.95,0.816826629,4.835787497
1/1/2018,GBR,GBP,Britain,3.19,0.72285673,4.413045999
1/1/2018,HKG,HKD,Hong Kong,20.5,7.819,2.621818647
1/1/2018,HUN,HUF,Hungary,864,252.14215,3.426638505
1/1/2018,IDN,IDR,Indonesia,35750,13359,2.67609851
1/1/2018,IND,INR,India,180,63.86125,2.81861066
1/1/2018,ISR,ILS,Israel,16.5,3.43635,4.801606356
1/1/2018,JPN,JPY,Japan,380,110.725,3.431925943
1/1/2018,KOR,KRW,South Korea,4400,1069.25,4.115033902
1/1/2018,LKA,LKR,Sri Lanka,580,153.8,3.771131339
1/1/2018,MEX,MXN,Mexico,48,18.6635,2.57186487
1/1/2018,MYS,MYR,Malaysia,9,3.954,2.276176024
1/1/2018,NOR,NOK,Norway,49,7.8501,6.241958701
1/1/2018,NZL,NZD,New Zealand,6.2,1.374664925,4.510190001
1/1/2018,PAK,PKR,Pakistan,375,110.505,3.393511606
1/1/2018,PER,PEN,Peru,10.5,3.212,3.268991283
1/1/2018,PHL,PHP,Philippines,134,50.725,2.641695416
1/1/2018,POL,PLN,Poland,10.1,3.40575,2.965572928
1/1/2018,RUS,RUB,Russia,130,56.745,2.290950745
1/1/2018,SAU,SAR,Saudi Arabia,12,3.7503,3.19974402
1/1/2018,SGP,SGD,Singapore,5.8,1.32255,4.385467468
1/1/2018,SWE,SEK,Sweden,49.1,8.0188,6.12311069
1/1/2018,THA,THB,Thailand,119,31.95,3.72456964
1/1/2018,TUR,TRY,Turkey,10.75,3.8026,2.827013096
1/1/2018,TWN,TWD,Taiwan,69,29.553,2.334788346
1/1/2018,UKR,UAH,Ukraine,47,28.715,1.636775205
1/1/2018,URY,UYU,Uruguay,140,28.58,4.898530441
1/1/2018,USA,USD,United States,5.28,1,5.28
1/1/2018,VNM,VND,Vietnam,65000,22711.5,2.861986218
1/1/2018,ZAF,ZAR,South Africa,30,12.25815,2.447351354
7/1/2018,ARE,AED,United Arab Emirates,14,3.67315,3.811442495
7/1/2018,ARG,ARS,Argentina,75,27.725,2.705139766
7/1/2018,AUS,AUD,Australia,6.05,1.339853956,4.5154175
7/1/2018,AZE,AZN,Azerbaijan,3.95,1.70175,2.321140003
7/1/2018,BHR,BHD,Bahrain,1.2,0.37955,3.161638783
7/1/2018,BRA,BRL,Brazil,16.9,3.83835,4.402933552
7/1/2018,CAN,CAD,Canada,6.65,1.31235,5.06724578
7/1/2018,CHE,CHF,Switzerland,6.5,0.99325,6.544173169
7/1/2018,CHL,CLP,Chile,2640,651.73,4.050757215
7/1/2018,CHN,CNY,China,20.5,6.622,3.095741468
7/1/2018,COL,COP,Colombia,11900,2874.07,4.140469787
7/1/2018,CRI,CRC,Costa Rica,2290,567.8,4.03311025
7/1/2018,CZE,CZK,Czech Republic,75,22.06475,3.399086779
7/1/2018,DNK,DKK,Denmark,30,6.3591,4.717648724
7/1/2018,EGY,EGP,Egypt,31.37,17.905,1.752024574
7/1/2018,EUZ,EUR,Euro area,4.04,0.853205921,4.735082
7/1/2018,GBR,GBP,Britain,3.19,0.753863551,4.231535
7/1/2018,GTM,GTQ,Guatemala,25,7.4871,3.339076545
7/1/2018,HKG,HKD,Hong Kong,20,7.84825,2.548338802
7/1/2018,HND,HNL,Honduras,85,23.9926,3.542759017
7/1/2018,HRV,HRK,Croatia,21,6.31275,3.326600927
7/1/2018,HUN,HUF,Hungary,850,276.4302,3.074917285
7/1/2018,IDN,IDR,Indonesia,31500,14360,2.193593315
7/1/2018,IND,INR,India,173,68.825,2.513621504
7/1/2018,ISR,ILS,Israel,17,3.6349,4.676882445
7/1/2018,JOR,JOD,Jordan,1.95,0.71005,2.746285473
7/1/2018,JPN,JPY,Japan,390,111.25,3.505617978
7/1/2018,KOR,KRW,South Korea,4500,1116,4.032258065
7/1/2018,KWT,KWD,Kuwait,1.05,0.3025,3.47107438
7/1/2018,LBN,LBP,Lebanon,6500,1511,4.301786896
7/1/2018,LKA,LKR,Sri Lanka,580,159.27,3.641614868
7/1/2018,MDA,MDL,Moldova,43,16.6526,2.582179359
7/1/2018,MEX,MXN,Mexico,49,19.0515,2.57197596
7/1/2018,MYS,MYR,Malaysia,8.45,4.0225,2.100683654
7/1/2018,NIC,NIO,Nicaragua,103,31.5872,3.260814507
7/1/2018,NOR,NOK,Norway,42,8.0415,5.222906174
7/1/2018,NZL,NZD,New Zealand,6.2,1.464343242,4.23398
7/1/2018,OMN,OMR,Oman,1.05,0.385,2.727272727
7/1/2018,PAK,PKR,Pakistan,375,121.49,3.0866738
7/1/2018,PER,PEN,Peru,10.5,3.2715,3.20953691
7/1/2018,PHL,PHP,Philippines,140,53.487,2.617458448
7/1/2018,POL,PLN,Poland,10.1,3.68695,2.739391638
7/1/2018,QAT,QAR,Qatar,12,3.641,3.295797858
7/1/2018,ROU,RON,Romania,9.2,3.97325,2.315484805
7/1/2018,RUS,RUB,Russia,130,62.14065,2.092028326
7/1/2018,SAU,SAR,Saudi Arabia,12,3.7504,3.199658703
7/1/2018,SGP,SGD,Singapore,5.8,1.35585,4.277759339
7/1/2018,SWE,SEK,Sweden,51,8.7526,5.826840025
7/1/2018,THA,THB,Thailand,119,33.17,3.587579138
7/1/2018,TUR,TRY,Turkey,10.75,4.70625,2.284196547
7/1/2018,TWN,TWD,Taiwan,69,30.3725,2.271791917
7/1/2018,UKR,UAH,Ukraine,50,26.199,1.908469789
7/1/2018,URY,UYU,Uruguay,140,31.31,4.471414883
7/1/2018,USA,USD,United States,5.51,1,5.51
7/1/2018,VNM,VND,Vietnam,65000,23039.5,2.82124178
7/1/2018,ZAF,ZAR,South Africa,31,13.3619,2.320029337
1/1/2019,ARE,AED,United Arab Emirates,14,3.67315,3.811442495
1/1/2019,ARG,ARS,Argentina,75,37.455,2.002402883
1/1/2019,AUS,AUD,Australia,6.1,1.401639919,4.352045
1/1/2019,AZE,AZN,Azerbaijan,3.95,1.6965,2.328323018
1/1/2019,BHR,BHD,Bahrain,1.2,0.377,3.183023873
1/1/2019,BRA,BRL,Brazil,16.9,3.71795,4.545515674
1/1/2019,CAN,CAD,Canada,6.77,1.3314,5.084873066
1/1/2019,CHE,CHF,Switzerland,6.5,0.98165,6.62150461
1/1/2019,CHL,CLP,Chile,2640,678.99,3.888127955
1/1/2019,CHN,CNY,China,20.9,6.8497,3.051228521
1/1/2019,COL,COP,Colombia,11900,3191.5,3.728654238
1/1/2019,CRI,CRC,Costa Rica,2290,606.975,3.772807776
1/1/2019,CZE,CZK,Czech Republic,85,22.31165,3.80966894
1/1/2019,DNK,DKK,Denmark,30,6.51545,4.604440215
1/1/2019,EGY,EGP,Egypt,40,17.91,2.233389168
1/1/2019,EUZ,EUR,Euro area,4.05,0.872486149,4.6419075
1/1/2019,GBR,GBP,Britain,3.19,0.78320802,4.072992
1/1/2019,GTM,GTQ,Guatemala,25,7.7283,3.234864071
1/1/2019,HKG,HKD,Hong Kong,20,7.83435,2.552860161
1/1/2019,HND,HNL,Honduras,85,24.3391,3.492323052
1/1/2019,HRV,HRK,Croatia,21,6.47885,3.241315974
1/1/2019,HUN,HUF,Hungary,850,280.26875,3.032803336
1/1/2019,IDN,IDR,Indonesia,33000,14090,2.342086586
1/1/2019,IND,INR,India,178,69.685,2.554351726
1/1/2019,ISR,ILS,Israel,17,3.70785,4.584867241
1/1/2019,JOR,JOD,Jordan,1.95,0.7096,2.748027057
1/1/2019,JPN,JPY,Japan,390,108.44,3.596458871
1/1/2019,KOR,KRW,South Korea,4500,1118.6,4.02288575
1/1/2019,KWT,KWD,Kuwait,1.05,0.3031,3.464203233
1/1/2019,LBN,LBP,Lebanon,6500,1507,4.313205043
1/1/2019,LKA,LKR,Sri Lanka,580,182.245,3.182529013
1/1/2019,MDA,MDL,Moldova,40,17.263,2.317094364
1/1/2019,MEX,MXN,Mexico,49,19.30875,2.537709588
1/1/2019,MYS,MYR,Malaysia,9.05,4.1175,2.197935641
1/1/2019,NIC,NIO,Nicaragua,103,32.3607,3.182873053
1/1/2019,NOR,NOK,Norway,50,8.5329,5.859672561
1/1/2019,NZL,NZD,New Zealand,6.2,1.479289941,4.1912
1/1/2019,OMN,OMR,Oman,1.05,0.3849,2.727981294
1/1/2019,PAK,PKR,Pakistan,460,138.88,3.312211982
1/1/2019,PER,PEN,Peru,10.5,3.3485,3.135732418
1/1/2019,PHL,PHP,Philippines,140,52.3925,2.672138188
1/1/2019,POL,PLN,Poland,10.5,3.74845,2.801157812
1/1/2019,QAT,QAR,Qatar,12,3.64125,3.295571576
1/1/2019,ROU,RON,Romania,9.3,4.06695,2.286725925
1/1/2019,RUS,RUB,Russia,110.17,66.685,1.652095674
1/1/2019,SAU,SAR,Saudi Arabia,12,3.75115,3.199018968
1/1/2019,SGP,SGD,Singapore,5.8,1.3559,4.277601593
1/1/2019,SWE,SEK,Sweden,52,8.90625,5.838596491
1/1/2019,THA,THB,Thailand,119,32.0075,3.717878622
1/1/2019,TUR,TRY,Turkey,10.75,5.3834,1.996879296
1/1/2019,TWN,TWD,Taiwan,69,30.803,2.240041554
1/1/2019,UKR,UAH,Ukraine,54,27.8,1.942446043
1/1/2019,URY,UYU,Uruguay,140,32.51,4.306367272
1/1/2019,USA,USD,United States,5.58,1,5.58
1/1/2019,VNM,VND,Vietnam,65000,23199,2.801844907
1/1/2019,ZAF,ZAR,South Africa,31,13.8675,2.235442582
7/9/2019,ARE,AED,United Arab Emirates,14.75,3.67315,4.015626914
7/9/2019,ARG,ARS,Argentina,120,41.8045,2.870504372
7/9/2019,AUS,AUD,Australia,6.15,1.443626389,4.260105
7/9/2019,AZE,AZN,Azerbaijan,3.95,1.6965,2.328323018
7/9/2019,BHR,BHD,Bahrain,1.4,0.377,3.713527851
7/9/2019,BRA,BRL,Brazil,17.5,3.8073,4.596433168
7/9/2019,CAN,CAD,Canada,6.77,1.31305,5.155934656
7/9/2019,CHE,CHF,Switzerland,6.5,0.99355,6.542197172
7/9/2019,CHL,CLP,Chile,2640,689.75,3.827473722
7/9/2019,CHN,CNY,China,21,6.8846,3.050286146
7/9/2019,COL,COP,Colombia,11900,3227,3.687635575
7/9/2019,CRI,CRC,Costa Rica,2290,581.935,3.935147396
7/9/2019,CZE,CZK,Czech Republic,85,22.7993,3.728184637
7/9/2019,DNK,DKK,Denmark,30,6.6593,4.504978001
7/9/2019,EGY,EGP,Egypt,42,16.615,2.527836293
7/9/2019,EUZ,EUR,Euro area,4.08,0.892339267,4.572252
7/9/2019,GBR,GBP,Britain,3.29,0.802181935,4.101314
7/9/2019,GTM,GTQ,Guatemala,25,7.6802,3.255123564
7/9/2019,HKG,HKD,Hong Kong,20.5,7.8105,2.624671916
7/9/2019,HND,HNL,Honduras,86,24.4834,3.512584037
7/9/2019,HRV,HRK,Croatia,22,6.5981,3.334293206
7/9/2019,HUN,HUF,Hungary,900,290.5412,3.097667388
7/9/2019,IDN,IDR,Indonesia,32000,14130,2.264685067
7/9/2019,IND,INR,India,183,68.5544,2.669412904
7/9/2019,ISR,ILS,Israel,17,3.5667,4.766310595
7/9/2019,JOR,JOD,Jordan,2.3,0.709,3.244005642
7/9/2019,JPN,JPY,Japan,390,108.765,3.585712316
7/9/2019,KOR,KRW,South Korea,4500,1180.55,3.811782644
7/9/2019,KWT,KWD,Kuwait,1.1,0.3045,3.612479475
7/9/2019,LBN,LBP,Lebanon,6500,1507,4.313205043
7/9/2019,LKA,LKR,Sri Lanka,640,175.675,3.643090935
7/9/2019,MDA,MDL,Moldova,43,17.8142,2.413804718
7/9/2019,MEX,MXN,Mexico,50,18.89525,2.646167688
7/9/2019,MYS,MYR,Malaysia,8.85,4.1425,2.136391068
7/9/2019,NIC,NIO,Nicaragua,110,33.1621,3.317039633
7/9/2019,NOR,NOK,Norway,42,8.65275,4.853948167
7/9/2019,NZL,NZD,New Zealand,6.4,1.513431706,4.2288
7/9/2019,OMN,OMR,Oman,1.21,0.385,3.142857143
7/9/2019,PAK,PKR,Pakistan,480,157.45,3.048586853
7/9/2019,PER,PEN,Peru,10.5,3.2868,3.194596568
7/9/2019,PHL,PHP,Philippines,142,51.3175,2.767087251
7/9/2019,POL,PLN,Poland,10.8,3.80775,2.836320662
7/9/2019,QAT,QAR,Qatar,13,3.64175,3.569712364
7/9/2019,ROU,RON,Romania,9.3,4.2192,2.204209329
7/9/2019,RUS,RUB,Russia,130,63.83875,2.036380725
7/9/2019,SAU,SAR,Saudi Arabia,13,3.75035,3.466343141
7/9/2019,SGP,SGD,Singapore,5.8,1.3613,4.260633218
7/9/2019,SWE,SEK,Sweden,51,9.47505,5.382557348
7/9/2019,THA,THB,Thailand,119,30.8275,3.860189766
7/9/2019,TUR,TRY,Turkey,13.99,5.722,2.444949318
7/9/2019,TWN,TWD,Taiwan,72,31.172,2.309765174
7/9/2019,UKR,UAH,Ukraine,57,25.6475,2.222438834
7/9/2019,URY,UYU,Uruguay,164,35.1695,4.663131406
7/9/2019,USA,USD,United States,5.74,1,5.74
7/9/2019,VNM,VND,Vietnam,65000,23231,2.79798545
7/9/2019,ZAF,ZAR,South Africa,31,14.175,2.186948854
1/14/2020,ARE,AED,United Arab Emirates,14.75,3.67315,4.015626914
1/14/2020,ARG,ARS,Argentina,171,60.0656,2.846887403
1/14/2020,AUS,AUD,Australia,6.45,1.449065353,4.451145
1/14/2020,AZE,AZN,Azerbaijan,3.95,1.6965,2.328323018
1/14/2020,BHR,BHD,Bahrain,1.4,0.377,3.713527851
1/14/2020,BRA,BRL,Brazil,19.9,4.1419,4.804558295
1/14/2020,CAN,CAD,Canada,6.77,1.30655,5.181585091
1/14/2020,CHE,CHF,Switzerland,6.5,0.96825,6.713142267
1/14/2020,CHL,CLP,Chile,2640,772.74,3.416414318
1/14/2020,CHN,CNY,China,21.5,6.885,3.122730574
1/14/2020,COL,COP,Colombia,11900,3287.625,3.619634234
1/14/2020,CRI,CRC,Costa Rica,2350,569.965,4.123060188
1/14/2020,CZE,CZK,Czech Republic,85,22.63095,3.755918333
1/14/2020,DNK,DKK,Denmark,30,6.71935,4.464717569
1/14/2020,EGY,EGP,Egypt,42,15.88,2.644836272
1/14/2020,EUZ,EUR,Euro area,4.12,0.899159286,4.582058
1/14/2020,GBR,GBP,Britain,3.39,0.76866905,4.4102205
1/14/2020,GTM,GTQ,Guatemala,25,7.7063,3.244098984
1/14/2020,HKG,HKD,Hong Kong,20.5,7.77535,2.636537262
1/14/2020,HND,HNL,Honduras,87,24.6548,3.52872463
1/14/2020,HRV,HRK,Croatia,22,6.6965,3.28529829
1/14/2020,HUN,HUF,Hungary,900,298.7502,3.012550284
1/14/2020,IDN,IDR,Indonesia,33000,13670,2.414045355
1/14/2020,IND,INR,India,188,70.87815,2.652439433
1/14/2020,ISR,ILS,Israel,17,3.4595,4.914004914
1/14/2020,JOR,JOD,Jordan,2.3,0.709,3.244005642
1/14/2020,JPN,JPY,Japan,390,110.04,3.544165758
1/14/2020,KOR,KRW,South Korea,4500,1156.1,3.892396851
1/14/2020,KWT,KWD,Kuwait,1.1,0.3034,3.625576796
1/14/2020,LBN,LBP,Lebanon,6500,1514,4.29326288
1/14/2020,LKA,LKR,Sri Lanka,580,181.45,3.196472858
1/14/2020,MDA,MDL,Moldova,45,17.42,2.583237658
1/14/2020,MEX,MXN,Mexico,50,18.8205,2.656677559
1/14/2020,MYS,MYR,Malaysia,9.5,4.0745,2.331574426
1/14/2020,NIC,NIO,Nicaragua,120,33.8763,3.542299484
1/14/2020,NOR,NOK,Norway,53,8.87515,5.971730055
1/14/2020,NZL,NZD,New Zealand,6.5,1.513546239,4.29455
1/14/2020,OMN,OMR,Oman,1.155,0.38505,2.99961044
1/14/2020,PAK,PKR,Pakistan,520,154.875,3.357546408
1/14/2020,PER,PEN,Peru,11.9,3.3276,3.57615098
1/14/2020,PHL,PHP,Philippines,142,50.58,2.807433768
1/14/2020,POL,PLN,Poland,11,3.7966,2.897329189
1/14/2020,QAT,QAR,Qatar,13,3.641,3.570447679
1/14/2020,ROU,RON,Romania,9.5,4.2982,2.210227537
1/14/2020,RUS,RUB,Russia,135,61.4325,2.197533879
1/14/2020,SAU,SAR,Saudi Arabia,13,3.7518,3.465003465
1/14/2020,SGP,SGD,Singapore,5.9,1.34715,4.379616227
1/14/2020,SWE,SEK,Sweden,51.5,9.4591,5.444492605
1/14/2020,THA,THB,Thailand,115,30.2775,3.798199983
1/14/2020,TUR,TRY,Turkey,12.99,5.88025,2.20908975
1/14/2020,TWN,TWD,Taiwan,72,29.8845,2.409275711
1/14/2020,UKR,UAH,Ukraine,57,23.99,2.375989996
1/14/2020,URY,UYU,Uruguay,179,37.435,4.781621477
1/14/2020,USA,USD,United States,5.67,1,5.67
1/14/2020,VNM,VND,Vietnam,66000,23176,2.847773559
1/14/2020,ZAF,ZAR,South Africa,31,14.391,2.154124105
7/1/2020,ARE,AED,United Arab Emirates,14.75,3.67295,4.015845574
7/1/2020,ARG,ARS,Argentina,250,71.24065,3.50923244
7/1/2020,AUS,AUD,Australia,6.55,1.430615165,4.57845
7/1/2020,AZE,AZN,Azerbaijan,3.95,1.699,2.324896998
7/1/2020,BHR,BHD,Bahrain,1.4,0.37705,3.713035406
7/1/2020,BRA,BRL,Brazil,20.9,5.34045,3.913527886
7/1/2020,CAN,CAD,Canada,6.88,1.3552,5.07674144
7/1/2020,CHE,CHF,Switzerland,6.5,0.94125,6.905710491
7/1/2020,CHL,CLP,Chile,2740,787.7,3.478481655
7/1/2020,CHN,CNY,China,21.7,7.0035,3.098450775
7/1/2020,COL,COP,Colombia,11900,3617.01,3.290010257
7/1/2020,CRI,CRC,Costa Rica,2350,581.825,4.039015168
7/1/2020,CZE,CZK,Czech Republic,89,23.4134,3.801242024
7/1/2020,DNK,DKK,Denmark,30,6.54935,4.580607236
7/1/2020,EGY,EGP,Egypt,42,15.95,2.63322884
7/1/2020,EUZ,EUR,Euro area,4.21,0.879623521,4.7861385
7/1/2020,GBR,GBP,Britain,3.39,0.79255003,4.2773325
7/1/2020,GTM,GTQ,Guatemala,25,7.693,3.249707526
7/1/2020,HKG,HKD,Hong Kong,20.5,7.75095,2.644837084
7/1/2020,HND,HNL,Honduras,87,24.6907,3.523593904
7/1/2020,HRV,HRK,Croatia,22,6.6272,3.319652342
7/1/2020,HUN,HUF,Hungary,900,311.37795,2.890378076
7/1/2020,IDN,IDR,Indonesia,34000,14435,2.355386214
7/1/2020,IND,INR,India,190,75.1975,2.526679743
7/1/2020,ISR,ILS,Israel,17,3.4367,4.946605756
7/1/2020,JOR,JOD,Jordan,2.3,0.709,3.244005642
7/1/2020,JPN,JPY,Japan,390,107.275,3.635516197
7/1/2020,KOR,KRW,South Korea,4500,1200.95,3.747033598
7/1/2020,KWT,KWD,Kuwait,1.15,0.3078,3.736192333
7/1/2020,LBN,LBP,Lebanon,9000,1512,5.952380952
7/1/2020,LKA,LKR,Sri Lanka,680,185.85,3.658864676
7/1/2020,MDA,MDL,Moldova,47,17.075,2.752562225
7/1/2020,MEX,MXN,Mexico,50,22.436,2.228561241
7/1/2020,MYS,MYR,Malaysia,9.99,4.2655,2.342046653
7/1/2020,NIC,NIO,Nicaragua,120,34.3752,3.49088878
7/1/2020,NOR,NOK,Norway,52,9.37105,5.549004647
7/1/2020,NZL,NZD,New Zealand,6.6,1.51779616,4.34841
7/1/2020,OMN,OMR,Oman,1.1,0.385,2.857142857
7/1/2020,PAK,PKR,Pakistan,550,166.5,3.303303303
7/1/2020,PER,PEN,Peru,11.9,3.4973,3.402624882
7/1/2020,PHL,PHP,Philippines,142,49.426,2.872981831
7/1/2020,POL,PLN,Poland,11,3.94345,2.789435646
7/1/2020,QAT,QAR,Qatar,13,3.641,3.570447679
7/1/2020,ROU,RON,Romania,9.9,4.26005,2.323916386
7/1/2020,RUS,RUB,Russia,135,70.585,1.91258766
7/1/2020,SAU,SAR,Saudi Arabia,14,3.75105,3.732288293
7/1/2020,SGP,SGD,Singapore,5.9,1.3876,4.251945806
7/1/2020,SWE,SEK,Sweden,52.6,9.1384,5.755931016
7/1/2020,THA,THB,Thailand,128,31.385,4.078381392
7/1/2020,TUR,TRY,Turkey,13.99,6.8595,2.039507253
7/1/2020,TWN,TWD,Taiwan,72,29.4565,2.444282247
7/1/2020,UKR,UAH,Ukraine,59,27.13,2.174714338
7/1/2020,URY,UYU,Uruguay,189,43.675,4.327418432
7/1/2020,USA,USD,United States,5.71,1,5.71
7/1/2020,VNM,VND,Vietnam,66000,23180,2.84728214
7/1/2020,ZAF,ZAR,South Africa,31,16.6725,1.859349228
